id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
84,decay,medium,200,exponential,16,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7
85,decay,medium,200,exponential,17,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.7
86,decay,medium,200,exponential,18,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8
87,decay,medium,200,exponential,19,,meanlog,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7
88,decay,medium,200,exponential,20,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7
89,decay,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
90,decay,short,200,exponential,2,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
91,decay,short,200,exponential,3,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
92,decay,short,200,exponential,4,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
93,decay,short,200,exponential,5,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
94,decay,short,200,exponential,6,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4
95,decay,short,200,exponential,7,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
96,decay,short,200,exponential,8,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4
97,decay,short,200,exponential,9,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
98,decay,short,200,exponential,10,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3
99,decay,short,200,exponential,11,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
100,decay,short,200,exponential,12,,meanlog,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
101,decay,short,200,exponential,13,,meanlog,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
102,decay,short,200,exponential,14,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3
103,decay,short,200,exponential,15,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
104,decay,short,200,exponential,16,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3
105,decay,short,200,exponential,17,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
106,decay,short,200,exponential,18,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
107,decay,short,200,exponential,19,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
108,decay,short,200,exponential,20,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
109,fast decay,long,200,exponential,1,,meanlog,1.9,1.8,1.6,1.7,1.8,1.8,1.9,2,2.1,2.1
110,fast decay,long,200,exponential,2,,meanlog,1.8,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2.1,2.1
111,fast decay,long,200,exponential,3,,meanlog,2,2,1.8,1.8,1.9,1.9,2,2.1,2.2,2.3
112,fast decay,long,200,exponential,4,,meanlog,2,2,1.9,1.9,2,2,2.1,2.1,2.2,2.2
113,fast decay,long,200,exponential,5,,meanlog,1.9,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1
114,fast decay,long,200,exponential,6,,meanlog,1.9,1.9,1.8,1.8,1.9,1.9,1.9,2,2,2
115,fast decay,long,200,exponential,7,,meanlog,1.9,1.9,1.8,1.8,1.8,1.9,2,2,2.1,2.1
116,fast decay,long,200,exponential,8,,meanlog,1.9,1.9,1.8,1.8,1.8,1.9,2,2,2.2,2.2
117,fast decay,long,200,exponential,9,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9
118,fast decay,long,200,exponential,10,,meanlog,2,1.9,1.8,1.8,1.9,1.9,2,2,2.2,2.2
119,fast decay,long,200,exponential,11,,meanlog,1.9,1.8,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1
120,fast decay,long,200,exponential,12,,meanlog,1.9,1.9,1.7,1.8,1.8,1.9,2,2,2.1,2.2
121,fast decay,long,200,exponential,13,,meanlog,1.9,1.9,1.7,1.8,1.8,1.8,1.9,1.9,2,2.1
122,fast decay,long,200,exponential,14,,meanlog,2,2,1.8,1.8,1.9,1.9,2,2.1,2.2,2.3
123,fast decay,long,200,exponential,15,,meanlog,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,2,2
124,fast decay,long,200,exponential,16,,meanlog,2.1,2.1,1.9,1.9,2,2,2.1,2.1,2.3,2.3
125,fast decay,long,200,exponential,17,,meanlog,2,2,1.8,1.8,1.9,1.9,2,2.1,2.2,2.3
126,fast decay,long,200,exponential,18,,meanlog,2,2,1.8,1.8,1.9,1.9,2,2,2.1,2.1
127,fast decay,long,200,exponential,19,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,1.9,2,2
128,fast decay,long,200,exponential,20,,meanlog,1.9,1.9,1.7,1.7,1.8,1.8,1.9,1.9,2,2
129,fast decay,medium,200,exponential,1,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8
130,fast decay,medium,200,exponential,2,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
131,fast decay,medium,200,exponential,3,,meanlog,1.6,1.6,1.4,1.5,1.5,1.5,1.6,1.6,1.7,1.7
132,fast decay,medium,200,exponential,4,,meanlog,1.7,1.7,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.8
133,fast decay,medium,200,exponential,5,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7
134,fast decay,medium,200,exponential,6,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8
135,fast decay,medium,200,exponential,7,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8
136,fast decay,medium,200,exponential,8,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8
137,fast decay,medium,200,exponential,9,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8
138,fast decay,medium,200,exponential,10,,meanlog,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8
139,fast decay,medium,200,exponential,11,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
140,fast decay,medium,200,exponential,12,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8
141,fast decay,medium,200,exponential,13,,meanlog,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8
142,fast decay,medium,200,exponential,14,,meanlog,1.7,1.7,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.9
143,fast decay,medium,200,exponential,15,,meanlog,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.7,1.7
144,fast decay,medium,200,exponential,16,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9
145,fast decay,medium,200,exponential,17,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.8,1.8,1.8
146,fast decay,medium,200,exponential,18,,meanlog,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8
147,fast decay,medium,200,exponential,19,,meanlog,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.9
148,fast decay,medium,200,exponential,20,,meanlog,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9
149,fast decay,short,200,exponential,1,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
150,fast decay,short,200,exponential,2,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4
151,fast decay,short,200,exponential,3,,meanlog,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
152,fast decay,short,200,exponential,4,,meanlog,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3
153,fast decay,short,200,exponential,5,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
154,fast decay,short,200,exponential,6,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4
155,fast decay,short,200,exponential,7,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
156,fast decay,short,200,exponential,8,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3
157,fast decay,short,200,exponential,9,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
158,fast decay,short,200,exponential,10,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
159,fast decay,short,200,exponential,11,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4
160,fast decay,short,200,exponential,12,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
161,fast decay,short,200,exponential,13,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4
162,fast decay,short,200,exponential,14,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
163,fast decay,short,200,exponential,15,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
164,fast decay,short,200,exponential,16,,meanlog,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3
165,fast decay,short,200,exponential,17,,meanlog,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
166,fast decay,short,200,exponential,18,,meanlog,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
167,fast decay,short,200,exponential,19,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
168,fast decay,short,200,exponential,20,,meanlog,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
169,fast growth,long,200,exponential,1,,meanlog,1.5,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.7
170,fast growth,long,200,exponential,2,,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6
171,fast growth,long,200,exponential,3,,meanlog,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.9,1.9
172,fast growth,long,200,exponential,4,,meanlog,1.5,1.5,1.3,1.3,1.4,1.4,1.5,1.6,1.6,1.7
173,fast growth,long,200,exponential,5,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.8
174,fast growth,long,200,exponential,6,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.6,1.6,1.7,1.8
175,fast growth,long,200,exponential,7,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.6,1.7,1.7
176,fast growth,long,200,exponential,8,,meanlog,1.7,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.9,2
177,fast growth,long,200,exponential,9,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
178,fast growth,long,200,exponential,10,,meanlog,1.5,1.5,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
179,fast growth,long,200,exponential,11,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
180,fast growth,long,200,exponential,12,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
181,fast growth,long,200,exponential,13,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8
182,fast growth,long,200,exponential,14,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.9
183,fast growth,long,200,exponential,15,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8
184,fast growth,long,200,exponential,16,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
185,fast growth,long,200,exponential,17,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.9
186,fast growth,long,200,exponential,18,,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.7
187,fast growth,long,200,exponential,19,,meanlog,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.8
188,fast growth,long,200,exponential,20,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.7,1.7,1.8,1.9
189,fast growth,medium,200,exponential,1,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
190,fast growth,medium,200,exponential,2,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5
191,fast growth,medium,200,exponential,3,,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6
192,fast growth,medium,200,exponential,4,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.6
193,fast growth,medium,200,exponential,5,,meanlog,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.5
194,fast growth,medium,200,exponential,6,,meanlog,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.7,1.7
195,fast growth,medium,200,exponential,7,,meanlog,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8
196,fast growth,medium,200,exponential,8,,meanlog,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
197,fast growth,medium,200,exponential,9,,meanlog,1.4,1.4,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.5
198,fast growth,medium,200,exponential,10,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
199,fast growth,medium,200,exponential,11,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
200,fast growth,medium,200,exponential,12,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6
201,fast growth,medium,200,exponential,13,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
202,fast growth,medium,200,exponential,14,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
203,fast growth,medium,200,exponential,15,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
204,fast growth,medium,200,exponential,16,,meanlog,1.5,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6
205,fast growth,medium,200,exponential,17,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5
206,fast growth,medium,200,exponential,18,,meanlog,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6
207,fast growth,medium,200,exponential,19,,meanlog,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5
208,fast growth,medium,200,exponential,20,,meanlog,1.5,1.5,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6
209,fast growth,short,200,exponential,1,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
210,fast growth,short,200,exponential,2,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
211,fast growth,short,200,exponential,3,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
212,fast growth,short,200,exponential,4,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
213,fast growth,short,200,exponential,5,,meanlog,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
214,fast growth,short,200,exponential,6,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
215,fast growth,short,200,exponential,7,,meanlog,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3
216,fast growth,short,200,exponential,8,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3
217,fast growth,short,200,exponential,9,,meanlog,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2
218,fast growth,short,200,exponential,10,,meanlog,1.2,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2
219,fast growth,short,200,exponential,11,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
220,fast growth,short,200,exponential,12,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
221,fast growth,short,200,exponential,13,,meanlog,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
222,fast growth,short,200,exponential,14,,meanlog,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3
